Dice,IoU,SE,SP,ACC,F1,AUC,model_name,parameters
0.6806448176503181,0.5196091122925282,0.6601370275020599,0.9728495851159096,0.9420032501220704,0.6806443557143211,0.9345637582781208,U-Lite,226833
0.6808934658765793,0.519936665892601,0.6578635424375534,0.9740533828735352,0.942312240600586,0.6808929890394211,0.9333000214708922,W-Lite,447393
0.730402261018753,0.5790584050118923,0.728931836783886,0.9744898974895476,0.9499340057373048,0.7304017916321754,0.9559731661474816,SDA-U-Lite,227715
0.7400909140706062,0.5908946990966797,0.7405159845948219,0.9752724394202232,0.9515304565429688,0.7400904223322868,0.9593565090175872,SDA-W-Lite,447687
0.7342113330960274,0.584901712834835,0.7499186173081398,0.9719335362315178,0.9492893218994141,0.7342108935117722,0.9573311057894797,W-Net,3915761
0.750674732029438,0.6043824255466461,0.7673601135611534,0.9738644808530807,0.9522914886474609,0.7506742626428604,0.9547107386819507,UNet18,1942577
