Dice,IoU,SE,SP,ACC,F1,AUC,model_name,parameters
0.7387390792369842,0.586107051372528,0.7098130404949188,0.9802547305822372,0.956292724609375,0.7387385934591293,0.9535959951854592,U-Lite,226833
0.7338345438241959,0.5799521386623383,0.699427455663681,0.9807353079319,0.9558258056640624,0.7338340580463409,0.9528716326166624,W-Lite,447393
0.7835640192031861,0.6443686187267303,0.7740033030509949,0.9811293721199036,0.9627357482910156,0.7835635334253311,0.9744948498637256,SDA-U-Lite,227715
0.780484601855278,0.6402383714914321,0.7652428328990937,0.981729945540428,0.962480926513672,0.7804841279983521,0.9729534631864136,SDA-W-Lite,447687
0.8009909629821778,0.6682475954294205,0.8006697237491608,0.9813907742500305,0.9653205871582031,0.8009904950857163,0.9812433224476628,W-Net,3915761
0.7884237378835678,0.6509444653987885,0.7731436401605606,0.9823739469051361,0.9637893676757813,0.7884232610464096,0.9767229681686773,UNet18,1942577
