epoch,loss_train,loss_val,dice_train,dice_val
1,0.6974400643146399,0.6261661781205071,0.07217178990443547,6.883680007180931e-11
2,0.5806167342446067,0.5297330021858215,0.11046857087675369,0.11867082783751474
3,0.4624973011739326,0.4083797070715163,0.4350125789642334,0.5021012326081594
4,0.3705616999756206,0.35239046149783665,0.5518305238449213,0.5403366519345177
5,0.3159488918203296,0.29635195268525016,0.6139591516870441,0.6166519522666931
6,0.28946651563499914,0.29598839084307355,0.6453676115382802,0.6572306884659661
7,0.27738675023570203,0.25972529583507115,0.6617611339597991,0.6731929580370585
8,0.26626662322969147,0.28642646471659344,0.6773596261486863,0.6273528999752469
9,0.27303287251429126,0.24772835440105861,0.6698007493308096,0.7004530959659152
10,0.2563873782302394,0.23615573015477923,0.6883710803407611,0.7045722073978848
11,0.24980611421845175,0.23619140022330815,0.69721473347057,0.7014625668525696
12,0.24747958147164548,0.2314630068010754,0.6998122334480286,0.708991203043196
13,0.2438466896613439,0.22783712380462223,0.7034564000187498,0.7187749677234225
14,0.24104057703957413,0.22509828044308555,0.7060005845445575,0.7182213995191786
15,0.23933000004652774,0.22264747156037223,0.7084038203412836,0.721677733792199
16,0.2347186826395266,0.22602537936634487,0.7141020352190192,0.7161586218410068
17,0.23455238026199918,0.22431084348095787,0.7147844632466634,0.7179336481624179
18,0.23779322026353894,0.22458277146021524,0.7117635716091503,0.725017335679796
19,0.23404912966670413,0.22031113505363464,0.715853441845287,0.7274559670024447
20,0.2319129335157799,0.22417042156060538,0.7192959550655249,0.7181184954113431
21,0.2334144874052568,0.22104031344254813,0.7164697791590835,0.7234698666466607
22,0.2330537126822905,0.21787551873260075,0.7173006028840037,0.7304216623306274
23,0.229207766326991,0.22098894913991293,0.7217838041710131,0.7259892026583353
24,0.22768502569559848,0.22173069583045113,0.7247238502357946,0.7213161985079447
25,0.2268193725383643,0.22569712499777475,0.7240270863879811,0.7272164424260458
26,0.22628546980294315,0.21698308322164747,0.7241299965164878,0.729560050699446
27,0.22723785810398334,0.21533380614386666,0.7248810042034496,0.7319058444764879
28,0.22533510128657022,0.2135138213634491,0.726397080854936,0.7350677649180094
29,0.22444720340497565,0.22058231300777859,0.7263064998568911,0.7235853870709738
30,0.22249234129082074,0.21423776944478354,0.7292860114213192,0.7363632586267259
31,0.22208687437303137,0.21953741212685904,0.7293719920245084,0.7322721547550626
32,0.22220490737394852,0.21377729541725582,0.7295295397440592,0.7356307837698195
33,0.22223369551427435,0.22040284673372904,0.7306179657126918,0.7322136892212762
34,0.22194524289983691,0.21439149313502842,0.7307642192551584,0.7309756411446465
35,0.22160618097493143,0.2136594984266493,0.7312543175437234,0.7364555199941
36,0.21956291433536645,0.21570566958851284,0.7320311304294702,0.7295876344045004
37,0.21986517310142517,0.2131623923778534,0.7333635001471548,0.7377007140053643
38,0.21932813660664993,0.2119435899787479,0.7329355695030906,0.7373029192288717
39,0.21922573537537546,0.22009399698840248,0.7331932747002804,0.722623348236084
40,0.22070605194929874,0.21376421219772762,0.7322825012785016,0.7304878499772813
41,0.2187075660084233,0.21178766588370004,0.7337625496315233,0.7381944126553006
42,0.21952576438585916,0.20920897357993656,0.7320282332824938,0.7421367764472961
43,0.21669113319931607,0.20930666393703884,0.7355767253673438,0.739835262298584
44,0.21474430190794397,0.20940298173162672,0.73833444443616,0.7384922371970283
45,0.21523018497409244,0.2091776728630066,0.7381818330649174,0.7415626578860812
46,0.21608131356311566,0.21231363051467472,0.736587177623402,0.7405655185381571
47,0.2150541851014802,0.2068730874194039,0.7384600693529303,0.7427007092369927
48,0.2161737075357726,0.2093319594860077,0.735233586845976,0.7362929913732741
49,0.21204771056319727,0.2092506852414873,0.741580838506872,0.7432536085446676
50,0.21350427197687555,0.2083273000187344,0.7403400305545691,0.7386935154596964
51,0.21326687164378888,0.20700057678752476,0.7401315985303937,0.7406071225802103
52,0.21377052727973822,0.2171701126628452,0.7399543758594629,0.7279313736491733
53,0.21218978545882486,0.20952681534820133,0.7422008044791945,0.7361087401707967
54,0.2141388627615842,0.20469245149029625,0.7385105833862767,0.7456939816474915
55,0.21270590343258597,0.20712058742841086,0.7402293140237982,0.7449085646205478
56,0.21053723674831967,0.2033753643433253,0.7442314660910404,0.7468770411279466
57,0.21039817866050836,0.20431270202000937,0.7434415889508796,0.7446336282624139
58,0.21097794807318485,0.20482953058348763,0.7426953171238755,0.7445659438769022
59,0.20852635349288132,0.2060800145069758,0.7457517927343195,0.745849695470598
60,0.209477729418061,0.20386455953121185,0.7454524004098141,0.7455555664168464
61,0.21010766426722208,0.2041756792200936,0.7437819675965742,0.7449313667085435
62,0.20815969145659244,0.20589044524563682,0.7458143631617228,0.7464553846253289
63,0.2081086594950069,0.2026117891073227,0.7473926851243684,0.7494445443153381
64,0.2086116915399378,0.2021454456779692,0.747627059618632,0.7504063645998637
65,0.2078559362527096,0.20502636002169716,0.7460359371069706,0.7484171589215597
66,0.2105796066197482,0.20660140779283312,0.7435607494729938,0.740993320941925
67,0.20609065980622263,0.20220660832193163,0.7479452563054634,0.74732063876258
