Dice,IoU,SE,SP,ACC,F1,AUC,model_name,parameters
0.7311704009771347,0.57691440731287,0.7351088151335716,0.9815683662891388,0.9659461975097656,0.7311699241399765,0.9711697647654178,U-Lite,226833
0.7335249856114388,0.5796835795044899,0.7361917123198509,0.9819986894726752,0.9663829803466796,0.7335244938731194,0.9652258220093934,W-Lite,447393
0.7774827480316162,0.6364259496331215,0.7919624075293541,0.983519621193409,0.9713764190673828,0.777482271194458,0.982215242141738,SDA-U-Lite,227715
0.7709925472736359,0.6277560070157051,0.8007798045873642,0.9814784750342368,0.9700164794921876,0.7709920778870583,0.9815196950500402,SDA-W-Lite,447687
0.7846617847681046,0.6460324376821518,0.8094406723976135,0.983087569475174,0.9720344543457031,0.7846613302826881,0.9839492341240358,W-Net,3915761
0.7840781137347221,0.645340621471405,0.8255723938345909,0.9812926575541496,0.97137451171875,0.7840776666998863,0.9847492026486027,UNet18,1942577
