epoch,loss_train,loss_val,dice_train,dice_val
1,0.5676022116877452,0.4444480190674464,0.49024152586690517,0.620784705877304
2,0.3830233116109832,0.3110474566618601,0.6361705590696896,0.6602898915608724
3,0.2899648462023054,0.257109863559405,0.6761727272963324,0.6921737174193064
4,0.2510570097370308,0.23134346355994542,0.6995731752459743,0.7087639749050141
5,0.2300014742532698,0.21244249790906905,0.7179797727520726,0.7346012413501739
6,0.2198063512058819,0.20110732764005662,0.7293633252632719,0.7487478156884512
7,0.20964088985899917,0.19404308050870894,0.739800256841323,0.7514773726463317
8,0.2030378899403981,0.188706869383653,0.7477744637417192,0.7603047549724579
9,0.1979314477002921,0.1835618997613589,0.7535741484465719,0.7678125282128652
10,0.1960822984951885,0.18146867503722508,0.755451891853028,0.766764356692632
11,0.19038839062221913,0.17905405660470328,0.7627184411056903,0.7720092952251434
12,0.18687020617873729,0.17522664765516918,0.7662775386281374,0.7779082894325257
13,0.18384720360030646,0.17851327459017435,0.7698541473941642,0.7766292293866476
14,0.18293851764262223,0.17836710413297016,0.7711106759159505,0.7760447343190511
15,0.18029487433553743,0.16942626933256785,0.7742219882852891,0.7841637472311656
16,0.17755972287234137,0.169549955924352,0.7777381193738023,0.7829116145769756
17,0.1773034312895366,0.16690324743588766,0.7769272392537413,0.787512214978536
18,0.1753440266396819,0.1651295691728592,0.7804790029004842,0.7893941978613536
19,0.17342235836662165,0.1645646890004476,0.7824926656835219,0.7903514305750529
20,0.17244305380252228,0.16324940025806428,0.783893534616262,0.792300420999527
21,0.17099962114286021,0.16386320491631826,0.7852147662339091,0.7914733429749806
22,0.1706662802886562,0.16214022388060886,0.7859091458200407,0.7931956946849823
23,0.16951752873528905,0.15961719552675882,0.7876251274798097,0.7966224332650502
24,0.1677800684916873,0.16052057792743046,0.7890780583149245,0.795725695292155
25,0.1672996074712577,0.160284610837698,0.7907960304693014,0.7958583931128184
26,0.1656606278750075,0.1597982982794444,0.7920282603311939,0.7970915615558625
