Dice,IoU,SE,SP,ACC,F1,AUC,model_name,parameters
0.7334115356206894,0.5795595720410347,0.7735918164253235,0.9776736199855804,0.9647006988525391,0.7334110587835312,0.9740219676700069,SDA-W-Lite,447687
